artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Young Thug,Tomorrow 'Til Infinity (feat. Gunna),228307,True,2017,50,0.855,0.516,0,-6.972,1,0.0524,0.0261,2.74e-05,0.302,0.283,135.97,hip-hop
Rob Base & DJ EZ Rock,It Takes Two,300640,False,1988,58,0.8,0.723,2,-9.719,1,0.158,0.00228,0.0,0.26,0.651,111.593,hip-hop
Trey Songz,Nobody Else but You,229013,False,2017,58,0.708,0.612,5,-6.379,0,0.122,0.0381,0.0,0.277,0.263,139.913,pop
Busta Rhymes,Break Ya Neck,231240,True,2001,0,0.82,0.809,4,-6.759,0,0.251,0.443,0.00175,0.0613,0.737,83.011,hip-hop
Meek Mill,1942 Flows,282667,True,2017,56,0.63,0.628,2,-4.016,1,0.327,0.0515,0.0,0.091,0.266,121.307,hip-hop
GZA,Shadowboxin',209973,True,1995,65,0.704,0.642,1,-10.11,1,0.39,0.00704,1.43e-06,0.161,0.72,92.09,hip-hop
Common,Resurrection,227827,True,1994,53,0.769,0.682,1,-12.584,1,0.354,0.0252,0.000384,0.702,0.433,91.486,hip-hop
Post Malone,No Option,179827,True,2016,68,0.575,0.734,2,-4.949,1,0.057,0.0757,0.0,0.241,0.494,83.986,hip-hop
G-Eazy,Calm Down,127427,True,2015,60,0.538,0.624,11,-8.794,1,0.325,0.000175,2.2e-06,0.117,0.409,102.346,pop
Scarface,No Tears,146280,True,1994,57,0.88,0.818,1,-7.427,1,0.359,0.0353,0.0,0.713,0.726,81.93,hip-hop
JUVENILE,Slow Motion,248200,True,2003,64,0.713,0.734,0,-4.894,0,0.325,0.548,0.0,0.0687,0.89,172.872,hip-hop
YoungBoy Never Broke Again,Head On (feat. Kevin Gates),117995,True,2018,53,0.897,0.628,1,-4.693,0,0.219,0.0267,4.47e-06,0.119,0.636,147.997,hip-hop
Childish Gambino,3005,234213,True,2013,0,0.473,0.461,6,-6.474,0,0.333,0.149,0.0,0.0973,0.615,165.985,hip-hop
Kid Ink,Promise (feat. Fetty Wap),224240,True,2015,62,0.797,0.469,8,-8.112,1,0.0646,0.0599,0.0,0.0753,0.481,103.057,hip-hop
Ludacris,Vitamin D,261094,True,2017,44,0.772,0.667,1,-6.421,0,0.129,0.0169,0.0,0.0957,0.358,121.547,hip-hop
Outkast,Aquemini,319240,True,1998,55,0.707,0.661,1,-5.711,0,0.39,0.245,0.0,0.176,0.157,89.197,hip-hop
T.I.,Dead And Gone,299747,True,2008,68,0.713,0.746,0,-4.99,1,0.259,0.0402,0.0,0.601,0.47,135.021,hip-hop
Wiz Khalifa,Pull Up (feat. Lil Uzi Vert),207391,True,2016,54,0.852,0.764,8,-4.283,0,0.0631,0.0178,0.0,0.336,0.266,132.981,hip-hop
MC Breed,Gotta Get Mine,264760,True,1993,55,0.855,0.52,7,-12.07,1,0.268,0.184,0.0,0.114,0.402,92.451,hip-hop
G-Eazy,Down For Me (feat. 24hrs),203613,True,2017,52,0.545,0.601,1,-7.85,0,0.298,0.0454,0.0,0.164,0.346,95.848,pop
Travis Scott,goosebumps,243837,True,2016,83,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,hip-hop
J. Valentine,"UP! (feat. Chris Brown, Pleasure P) (R&B Remix Mix)",201143,False,2013,56,0.777,0.454,1,-10.39,1,0.131,0.409,0.0,0.616,0.498,96.922,hip-hop
Guru,Lifesaver,253373,False,1995,50,0.718,0.488,1,-12.136,1,0.197,0.276,1.79e-06,0.667,0.669,92.059,hip-hop
A$AP Mob,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",255413,True,2017,58,0.848,0.663,8,-5.606,0,0.245,0.523,0.0,0.108,0.333,133.993,hip-hop
Wiz Khalifa,Real Rich (feat. Gucci Mane),124526,True,2018,49,0.947,0.441,2,-9.311,1,0.135,0.0353,0.0,0.111,0.275,125.01,hip-hop
Lil Wayne,Rich As Fuck,223173,True,2013,63,0.612,0.593,1,-6.294,1,0.458,0.0395,0.0,0.484,0.883,130.583,hip-hop
Cardi B,Bodak Yellow,223713,True,2018,72,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,pop
People Under The Stairs,San Francisco Knights,271080,True,1999,55,0.749,0.839,1,-9.173,0,0.231,0.0364,0.0,0.134,0.64,87.587,hip-hop
YFN Lucci,Heartless (feat. Rick Ross & Bigga Rankin),216002,True,2017,0,0.686,0.72,8,-6.084,1,0.225,0.0821,0.0,0.414,0.326,146.026,hip-hop
Kevin Gates,Time for That,208440,True,2016,63,0.823,0.617,7,-8.21,1,0.248,0.0465,0.0,0.11,0.304,110.007,hip-hop
Playboi Carti,wokeuplikethis*,235535,True,2017,74,0.785,0.62,8,-6.667,1,0.254,0.0138,0.0,0.15,0.478,78.477,hip-hop
2Pac,I Get Around,259000,True,1993,68,0.846,0.416,10,-13.767,0,0.118,0.156,9.34e-06,0.238,0.645,96.188,hip-hop
Iggy Azalea,Kream (feat. Tyga),166627,True,2018,67,0.785,0.425,10,-6.665,1,0.137,0.0335,4.36e-06,0.108,0.192,174.028,pop
The Notorious B.I.G.,Gimme the Loot - 2005 Remaster,285947,True,1994,65,0.721,0.662,7,-8.136,1,0.403,0.0888,0.0,0.178,0.68,94.191,hip-hop
Young Money,BedRock,288133,True,2009,70,0.733,0.664,8,-6.163,1,0.295,0.102,0.0,0.191,0.557,148.005,hip-hop
Ab-Soul,D.R.U.G.S.,356832,True,2016,47,0.715,0.447,10,-10.523,0,0.166,0.216,0.00107,0.249,0.417,131.99,hip-hop
Chris Brown,High End (feat. Future & Young Thug),202214,True,2017,51,0.725,0.503,10,-5.646,1,0.209,0.0144,1.52e-06,0.124,0.0636,153.047,pop
A$AP Ferg,What Do You Do (feat. NAV),176867,True,2017,49,0.819,0.713,8,-5.623,0,0.304,0.358,1.63e-05,0.0947,0.506,152.016,hip-hop
Ice Cube,No Vaseline,313053,True,2017,3,0.777,0.957,11,-3.201,0,0.319,0.179,0.0,0.296,0.543,105.756,hip-hop
deadmau5,FML,418573,False,2009,28,0.471,0.845,2,-7.213,1,0.0589,0.00127,0.835,0.0744,0.101,128.022,edm
DJ Snake,Turn Down for What,213733,False,2013,70,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,pop edm
Bakermat,One Day (Vandaag) - Radio Edit,219333,False,2014,63,0.656,0.594,5,-6.043,1,0.0307,0.716,0.0802,0.376,0.57,127.992,house
Zedd,Human,257040,False,2012,30,0.667,0.904,7,-4.934,1,0.107,0.000536,0.283,0.26,0.242,127.978,pop edm
MOGUAI,Champs - Original Mix,330288,False,2013,0,0.713,0.818,4,-5.63,1,0.0472,0.0267,0.00168,0.113,0.0975,127.997,edm house
Skrillex,Breakn' a Sweat,301987,False,2011,55,0.596,0.921,11,-2.5,0,0.074,0.0049,0.00019,0.536,0.232,139.969,edm
Afrojack,Ten Feet Tall,233353,False,2014,0,0.523,0.862,0,-3.451,1,0.0658,0.0337,0.0,0.14,0.353,126.984,edm
Pendulum,"The Island - Steve Angello, AN21, Max Vangeli Remix",399523,False,2010,40,0.612,0.825,7,-6.261,1,0.217,0.00231,0.000462,0.294,0.114,125.943,house
Nicky Romero,WTF!? (Original Mix),382036,False,2012,15,0.662,0.98,7,-4.655,1,0.121,0.000705,0.623,0.0482,0.0842,127.993,edm house
Louis Sebastian,Rewarded - SoundFactory Airwave Mix,234907,False,2012,2,0.681,0.892,2,-7.108,1,0.0352,0.00193,0.138,0.0856,0.242,127.01,house
Showtek,Slow Down - Radio Edit,207027,False,2013,0,0.581,0.956,11,-3.348,0,0.041,0.00629,0.812,0.0977,0.313,129.97,edm
David Guetta,Metropolis,330013,False,2012,27,0.691,0.982,2,-2.894,1,0.13,0.00301,0.195,0.244,0.364,128.03,pop edm
Jack Holiday,Children - Radio Edit,187573,False,2012,18,0.583,0.965,5,-4.609,0,0.0383,0.0727,0.173,0.444,0.253,127.99,house
Disclosure,White Noise,340268,False,2013,0,0.701,0.884,10,-7.338,0,0.0546,0.00537,0.0011,0.402,0.831,120.002,pop edm house
Kaskade,Lick It - Alex Kenji Remix,335587,False,2013,0,0.896,0.73,6,-6.361,0,0.402,0.000434,0.00747,0.0502,0.348,128.024,edm house
Ben Pearce,What I Might Do - Radio Edit,195747,False,2013,0,0.821,0.688,8,-7.398,1,0.066,0.0601,0.755,0.102,0.312,122.005,house
Dada Life,Unleash The F**king Dada,344929,False,2010,0,0.848,0.563,7,-7.625,1,0.0728,0.00173,0.777,0.0716,0.206,128.032,edm
Hard Rock Sofa,Just Can't Stay Away - Original Mix,385360,False,2012,0,0.648,0.9,11,-3.201,1,0.0372,0.000669,0.75,0.776,0.491,128.011,house
Benny Benassi,Cinema (feat. Gary Go) - Laidback Luke Remix,368400,False,2011,0,0.643,0.846,2,-2.97,1,0.0623,0.00139,0.666,0.318,0.503,129.96,edm
Showtek,Cannonball - Radio Edit,191507,False,2013,0,0.614,0.964,1,-5.364,1,0.049,0.00305,0.788,0.434,0.414,127.992,edm
Basto,Gregory's Theme - Extended Mix,423790,False,2011,0,0.641,0.916,2,-6.683,0,0.0518,0.0261,0.765,0.473,0.531,128.013,edm
Adele,Set Fire to the Rain (Thomas Gold Remix),350795,False,2011,0,0.647,0.939,7,-4.014,1,0.0895,0.00282,0.0733,0.0453,0.321,126.009,pop
Dúné,Heiress of Valentina - Alesso Remix,382500,False,2011,0,0.554,0.93,9,-5.364,1,0.151,0.000687,5.48e-05,0.841,0.173,128.026,house
Pitbull,Timber (feat. Ke$ha),204053,False,2013,56,0.587,0.965,11,-4.106,1,0.101,0.0362,0.0,0.138,0.825,129.972,pop
Chris Brown,Beautiful People - Radio Edit,227933,False,2011,0,0.416,0.807,5,-5.372,0,0.151,0.0568,0.00627,0.0842,0.588,127.784,pop
Avicii,Heart Upon My Sleeve,283147,False,2013,0,0.707,0.717,4,-7.872,0,0.0378,0.0949,0.532,0.319,0.351,126.044,pop edm
Nicky Romero,Like Home - Dannic Remix,369375,False,2013,0,0.699,0.837,2,-5.721,0,0.0602,0.00146,0.000411,0.0468,0.262,128.015,edm house
M-3ox,Beating Of My Heart - Matisse & Sadko Remix,390000,False,2012,0,0.565,0.898,7,-6.573,0,0.0358,0.000817,0.698,0.322,0.381,127.988,house
R3HAB,Sending My Love - Original Mix,386250,False,2011,0,0.604,0.862,2,-3.651,1,0.0991,0.000179,0.235,0.631,0.331,127.994,pop edm
Basto,I Rave You - Original Mix,328080,False,2012,11,0.696,0.95,4,-2.993,1,0.0948,0.0376,0.924,0.28,0.611,130.012,edm
Sander van Doorn,Gold Skies,328213,False,2014,45,0.559,0.815,9,-6.325,0,0.0445,0.00363,0.0719,0.668,0.209,128.001,trance edm house
Skrillex,Breakn' a Sweat - Zedd Remix,330577,False,2012,46,0.58,0.952,4,-4.097,0,0.0646,0.00675,0.169,0.278,0.416,130.041,edm
Hardwell,Munster,348867,False,2012,6,0.594,0.95,2,-3.737,1,0.0788,0.00317,0.835,0.0724,0.0786,128.011,edm
David Guetta,Titanium (feat. Sia),245040,False,2012,79,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,pop edm
Jack Back,"Wild One Two (feat. David Guetta, Nicky Romero & Sia)",346930,False,2012,0,0.703,0.684,8,-6.532,1,0.0778,0.00164,0.000378,0.0744,0.217,126.027,edm
Tiësto,Pair of Dice (Radio Edit),185500,False,2012,0,0.493,0.918,8,-4.37,1,0.0583,0.000136,0.909,0.887,0.209,128.022,trance pop edm house
TJR,What's Up Suckaz,255000,False,2013,0,0.763,0.941,2,-2.702,1,0.0455,0.000895,0.665,0.25,0.189,128.004,edm
don't use Third Party,Feel - Original Mix,354775,False,2012,8,0.625,0.813,8,-5.451,1,0.068,0.00231,0.0483,0.209,0.482,128.013,house
Dirty South,Let It Go (feat. Rudy) - Axwell Remix,426560,False,2007,0,0.798,0.744,6,-7.765,0,0.0889,0.0499,0.846,0.227,0.377,127.0,edm
Dillon Francis,Get Low,213861,False,2014,0,0.67,0.933,11,-4.482,0,0.0871,0.0271,0.723,0.596,0.751,101.015,pop edm house
will.i.am,Scream & Shout,284413,True,2012,0,0.79,0.616,0,-7.443,1,0.0596,0.0589,6.55e-05,0.171,0.473,130.009,pop
Axwell,Feel The Vibe,426947,False,2009,0,0.634,0.846,11,-7.848,0,0.0456,0.00509,0.695,0.229,0.818,128.009,edm house
Dada Life,Feed The Dada - Dyro Remix,377347,False,2012,13,0.7,0.639,7,-3.346,0,0.198,0.0923,0.0,0.0468,0.462,127.993,edm
Havana Brown,We Run The Night,228200,True,2011,0,0.687,0.866,9,-4.346,0,0.16,0.00768,0.0,0.37,0.682,127.001,house
Crayon,Give You Up - Darius Remix,324896,False,2013,2,0.849,0.507,3,-8.763,0,0.0778,0.366,0.686,0.07,0.66,107.982,house
David Guetta,Crank It Up (feat. Akon),192667,False,2012,47,0.725,0.879,11,-3.336,0,0.0551,0.0119,3.5e-05,0.367,0.638,128.03,pop edm
Bassjackers,Crackin - Martin Garrix Edit,262510,False,2014,0,0.489,0.885,5,-4.892,0,0.111,0.000101,0.751,0.375,0.165,128.01,edm
Rihanna,Only Girl (In The World),235853,False,2010,0,0.768,0.738,11,-3.017,0,0.0406,0.0524,3.01e-05,0.0561,0.685,125.928,pop
Dada Life,Kick Out The Epic Motherf**ker - Radio Edit,207600,True,2012,31,0.551,0.862,4,-5.815,1,0.0574,0.00136,0.000135,0.153,0.214,128.013,edm
Otto Knows,Million Voices - Radio Edit,192867,False,2012,0,0.582,0.894,8,-6.298,1,0.041,0.0022,0.0223,0.0664,0.0694,125.946,edm
Fragma,Toca's Miracle - Inpetto Edit,209231,False,2000,0,0.791,0.684,4,-7.384,0,0.0358,0.0139,0.0153,0.0965,0.768,129.999,trance
Bingo Players,L'Amour - Original Mix,289568,False,2012,0,0.647,0.935,2,-3.721,1,0.0815,0.00295,0.445,0.0885,0.164,126.981,edm house
Usher,DJ Got Us Fallin' In Love,222160,False,2010,0,0.666,0.878,7,-2.85,0,0.0973,0.03,0.0,0.0828,0.669,119.932,pop
Empire of the Sun,DNA - Calvin Harris Remix Edit,217440,False,2013,0,0.596,0.884,6,-4.296,0,0.0791,0.11,0.000144,0.352,0.337,124.98,house
Avicii,Jailbait,431413,False,2011,0,0.461,0.785,7,-9.707,1,0.32,0.0064,0.909,0.0346,0.43,191.515,pop edm
Afrojack,The Way We See The World (Tomorrowland 2011 Anthem) - Short Vocal Edit,240133,False,2011,0,0.716,0.814,7,-5.102,0,0.175,0.138,0.00117,0.176,0.361,128.1,edm
Hardwell,Cobra - Official Energy Anthem 2012,406875,False,2011,33,0.684,0.923,9,-4.789,0,0.0765,0.000279,0.646,0.348,0.293,128.0,edm
Calvin Harris,I'm Not Alone - Radio Edit,211973,False,2009,25,0.587,0.717,7,-6.097,1,0.0313,0.0107,0.307,0.261,0.435,130.98,pop edm house
Feed Me,Grand Theft Ecstasy - Original Mix,371159,False,2010,0,0.801,0.5,10,-6.412,0,0.0493,0.000188,0.73,0.44,0.538,128.047,edm
The Naked And Famous,Young Blood - Tiësto & Hardwell Remix Radio Edit,211277,False,2012,33,0.531,0.872,6,-4.707,1,0.0495,0.0316,5.38e-05,0.579,0.459,128.016,house
David Guetta,Just One Last Time (feat. Taped Rai),227107,False,2012,53,0.532,0.814,8,-2.507,1,0.0579,0.0206,0.0,0.124,0.208,128.022,pop edm
Mat Zo,Mozart - Radio Edit,217000,False,2012,32,0.686,0.964,7,-2.692,1,0.0611,0.00569,0.0539,0.0876,0.41,127.941,edm
Madeon,Finale (feat. Nicholas Petricca),205200,False,2012,47,0.42,0.863,7,-3.135,0,0.0473,0.00655,1.39e-05,0.147,0.172,92.131,edm
deadmau5,Cthulhu Sleeps,634668,False,2010,0,0.961,0.564,7,-7.868,1,0.456,0.00121,0.641,0.0696,0.27,127.975,edm
Martin Solveig,The Night Out - Madeon Remix,220500,False,2012,32,0.452,0.896,8,-4.239,0,0.0654,0.00161,0.000157,0.14,0.35,127.984,edm house
Axwell,Center of the Universe - Remode Edit,208893,False,2013,17,0.27,0.933,1,-3.368,0,0.0526,0.0771,0.622,0.0552,0.678,174.714,edm house
Krewella,Alive - Jakob Liedholm Remix,375280,False,2012,22,0.676,0.893,9,-5.186,1,0.0484,0.0318,0.0931,0.661,0.609,127.99,pop edm
Henrix,Hit It!,382505,False,2013,0,0.725,0.963,1,-4.871,1,0.062,0.00812,0.712,0.359,0.245,128.016,house
Bingo Players,When I Dip - Original Mix,252001,False,2010,0,0.946,0.439,10,-12.2,0,0.191,0.000166,0.871,0.0909,0.291,127.018,edm house
Armin van Buuren,Intense,527787,False,2013,43,0.641,0.832,5,-7.136,0,0.0499,0.00955,0.0481,0.124,0.115,135.1,trance edm
Kaskade,Dynasty - Dada Life Remix,330693,False,2010,0,0.705,0.611,2,-6.773,1,0.0516,0.00198,0.0118,0.091,0.0887,127.995,edm house
DVBBS,Tsunami - Radio Edit,186360,False,2013,0,0.65,0.923,11,-3.666,0,0.0531,0.00948,0.758,0.232,0.388,128.079,pop edm
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),258343,False,2012,81,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,pop
Rihanna,Right Now - Dyro Radio Edit,185787,False,2013,0,0.538,0.719,6,-6.031,1,0.0456,0.00107,0.000171,0.247,0.45,130.05,pop
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),240347,False,2012,61,0.665,0.886,9,-4.175,0,0.0514,0.0469,6.24e-05,0.0525,0.53,128.062,pop edm house
Coldplay,A Sky Full of Stars,267867,False,2014,57,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,pop
Flux Pavilion,I Can't Stop,303911,False,2010,56,0.513,0.775,0,-7.202,0,0.0304,0.000672,0.248,0.409,0.205,139.932,edm
Steerner,Friends - Original Mix,325728,False,2012,28,0.739,0.856,1,-7.37,0,0.0722,0.0763,0.000322,0.0639,0.107,126.011,house
Dirty South & Alesso,City of Dreams (feat. Ruben Haze),279375,False,2012,0,0.472,0.829,4,-5.073,1,0.0418,0.00329,0.00944,0.301,0.159,127.953,house
Marcel Woods,Trigger,360191,False,2012,12,0.788,0.893,0,-5.333,1,0.103,0.000924,0.933,0.082,0.229,128.016,trance
Eurythmics,Sweet Dreams (Are Made Of This) - Steve Angello Remix Edit,330747,False,2006,49,0.671,0.661,0,-7.441,0,0.208,0.000175,0.0086,0.0362,0.798,126.039,rock disco
Madeon,Icarus,214267,False,2012,37,0.48,0.841,1,-2.267,0,0.0529,0.000245,0.303,0.111,0.143,126.113,edm
Klangkarussell,Sonnentanz - Original Version,362813,False,2012,0,0.641,0.39,5,-10.186,0,0.133,0.361,0.913,0.0981,0.18,119.548,house
Benny Benassi,Cinema (feat. Gary Go) - Radio Edit,183240,False,2011,0,0.482,0.841,9,-2.622,1,0.0606,0.0809,0.0,0.214,0.424,129.818,edm
Dirty South,Until the End (feat. Joe Gil),245814,False,2013,33,0.575,0.847,11,-4.687,0,0.0298,0.0138,0.00904,0.201,0.641,129.004,edm
Nause,Hungry Hearts - Radio Edit,225173,False,2012,50,0.651,0.82,7,-5.451,1,0.0324,0.0102,0.00601,0.0649,0.377,127.956,edm
Kaskade,I Remember,200089,False,2009,48,0.643,0.679,2,-6.224,1,0.0315,0.0349,0.055,0.777,0.59,127.973,edm house
Tiësto,C'mon (feat. Diplo),314625,False,2010,0,0.779,0.899,7,-6.649,0,0.0496,0.000634,0.816,0.105,0.0434,130.025,trance pop edm house
Hardwell,Never Say Goodbye (feat. Bright Lights),323107,False,2013,13,0.649,0.791,1,-3.589,0,0.0654,0.00133,8.77e-06,0.0325,0.177,130.009,edm
Blasterjaxx,Loud & Proud - Original Mix,373135,False,2013,0,0.652,0.805,10,-7.464,0,0.0483,0.0452,0.916,0.125,0.072,127.992,edm
Silvio Ecomo,Moombah - Afrojack Remix,183559,False,2011,0,0.925,0.797,4,-5.546,1,0.32,0.000784,0.943,0.0425,0.358,128.008,house
Mark Knight,Your Love - Original Club Mix,400004,False,2013,40,0.764,0.857,3,-6.095,0,0.0554,0.00182,0.867,0.0535,0.506,125.008,edm house
Dimitri Vegas & Like Mike,Mammoth - Original Mix,332289,False,2013,0,0.645,0.85,11,-5.952,0,0.256,0.00105,0.302,0.364,0.471,127.997,edm
Loreen,Euphoria - Single Version,181787,False,2012,59,0.562,0.783,11,-4.727,0,0.0428,0.135,1.44e-05,0.282,0.391,132.06,house
Pendulum,Witchcraft,252960,False,2010,36,0.432,0.969,1,-3.131,1,0.0599,2.92e-05,0.00768,0.385,0.218,174.031,house
Chris Brown,Don't Wake Me Up,222307,False,2012,0,0.602,0.691,7,-5.197,0,0.051,0.0548,0.0,0.144,0.206,127.967,pop
Icona Pop,I Love It - Tiësto's Club Life Remix,239680,False,2013,0,0.444,0.949,8,-4.815,0,0.131,0.00145,0.867,0.347,0.182,128.159,pop edm
Avicii,Silhouettes - Syn Cole Creamfields Mix,383907,False,2012,0,0.658,0.859,5,-3.111,0,0.0636,0.0218,0.0321,0.164,0.652,128.002,pop edm
Wolfgang Gartner,illmerica - Extended Mix,443387,False,2010,0,0.76,0.622,2,-5.71,1,0.0758,0.000216,0.461,0.385,0.181,128.99,edm house
Dimitri Vegas & Like Mike,Project T - Original Mix,308643,False,2013,0,0.614,0.926,9,-5.677,0,0.037,0.00104,0.864,0.179,0.135,124.997,edm
Squarepusher,Ruin,116400,False,1998,6,0.137,0.57,1,-15.27,1,0.451,0.225,0.19,0.362,0.0341,71.767,idm
Bonobo,Eyesdown,326240,False,2010,47,0.758,0.455,4,-9.199,0,0.12,0.0442,0.493,0.11,0.183,129.976,idm
Kettel,Shinusob,378533,False,2010,0,0.679,0.849,0,-9.222,1,0.0436,0.00958,0.933,0.395,0.495,120.003,idm
Autechre,Yuop,382080,False,2010,8,0.319,0.486,2,-16.326,0,0.074,0.0825,0.798,0.113,0.138,127.614,techno ambient
The Flashbulb,Undiscovered Colors,257440,False,2010,37,0.448,0.29,5,-11.963,0,0.0874,0.673,0.822,0.491,0.128,92.836,idm
Nosaj Thing,Fog,222173,False,2009,0,0.835,0.274,5,-12.462,0,0.0609,0.0926,0.736,0.135,0.229,96.994,idm
Squarepusher,Port Rhombus,409240,False,1996,22,0.572,0.701,6,-12.105,0,0.0734,0.465,0.878,0.1,0.725,181.062,idm
Boards of Canada,Nothing Is Real,232887,False,2013,37,0.553,0.62,0,-11.102,0,0.0365,0.557,0.909,0.0901,0.251,91.137,ambient
Apparat,Useless Information,244173,False,2007,0,0.542,0.654,1,-7.452,0,0.0282,0.00185,0.856,0.0919,0.517,130.03,idm
Autechre,bladelores,739494,False,2013,18,0.625,0.47,7,-10.427,1,0.102,0.0951,0.915,0.121,0.171,88.018,techno ambient
Aphex Twin,Girl Boy (NLS Mix),292200,False,1996,23,0.532,0.63,0,-9.171,1,0.0987,0.442,0.907,0.0861,0.432,168.928,ambient
Jon Hopkins,Insides,278040,False,2009,0,0.673,0.582,1,-8.222,1,0.104,0.0101,0.796,0.0994,0.217,135.632,ambient
Amon Tobin,Goto 10,260406,False,2011,16,0.277,0.655,11,-5.899,0,0.484,0.0552,0.00174,0.277,0.34,75.397,idm
Plaid,Forever,76627,False,1997,8,0.689,0.573,10,-10.835,0,0.077,0.0723,0.941,0.135,0.92,164.076,ambient
Boards of Canada,Oscar See Through Red Eye,308760,False,2005,33,0.661,0.699,8,-9.909,0,0.0351,0.141,0.876,0.093,0.322,89.808,ambient
Aphex Twin,Flim,177107,False,1997,0,0.708,0.735,10,-14.889,1,0.0524,0.513,0.857,0.0804,0.413,147.984,ambient
Musicology,Telefone 529,250560,False,1992,23,0.783,0.706,1,-13.329,1,0.0311,0.699,0.915,0.12,0.889,125.868,idm
Autechre,777,349768,False,1998,18,0.786,0.893,7,-9.42,1,0.0441,0.000384,0.863,0.0778,0.152,127.01,techno ambient
Squarepusher,Step 1,106733,False,1998,5,0.197,0.29,11,-19.152,0,0.232,0.15,0.501,0.104,0.0386,99.588,idm
µ-Ziq,Brace Yourself Jason,382373,False,1997,40,0.546,0.734,7,-8.808,1,0.0343,0.127,0.932,0.0501,0.447,145.867,idm
Tycho,PBS,280853,False,2006,0,0.592,0.579,0,-9.783,1,0.0309,0.132,0.797,0.0953,0.353,117.01,idm
Aphex Twin,Ageispolis,323187,False,1992,0,0.645,0.393,6,-17.543,0,0.043,0.00903,0.89,0.364,0.441,101.757,ambient
Plaid,Shackbu,326480,False,1999,17,0.792,0.765,7,-11.994,1,0.0685,0.101,0.853,0.104,0.743,100.998,ambient
Venetian Snares,Hajnal2,294480,False,2010,0,0.387,0.979,6,-2.52,0,0.145,0.0783,0.232,0.294,0.183,116.105,idm
Clark,Truncation Horn,139320,False,2008,6,0.795,0.913,11,-3.337,0,0.182,0.00189,0.725,0.126,0.502,139.959,idm
The Flashbulb,Kirlian Isles II,215160,False,2005,14,0.606,0.719,11,-8.685,0,0.0605,0.17,0.836,0.102,0.257,89.982,idm
Flying Lotus,Table Tennis,181547,False,2010,28,0.492,0.662,4,-6.15,0,0.0568,0.02,9.55e-06,0.757,0.149,128.723,idm
Squarepusher,Come On My Selector,204800,False,1997,25,0.58,0.902,6,-8.699,0,0.0948,0.00965,0.852,0.111,0.833,95.024,idm
Tycho,Brother,102800,False,2006,0,0.237,0.584,2,-17.439,0,0.123,0.983,0.606,0.379,0.288,91.82,idm
Jon Hopkins,Wire,281053,False,2009,0,0.594,0.788,6,-4.849,1,0.0253,2.03e-05,0.0032,0.122,0.787,94.995,ambient
Autechre,nodezsh,520013,False,2013,9,0.44,0.724,3,-8.547,0,0.301,0.208,0.821,0.0756,0.241,85.407,techno ambient
Plaid,Kortisin,323707,False,1997,17,0.78,0.446,10,-13.34,0,0.056,0.332,0.877,0.0995,0.305,100.02,ambient
Aphex Twin,Logl/Rock Witch,212333,False,1996,0,0.566,0.64,0,-9.773,1,0.0582,0.174,0.0107,0.093,0.241,132.051,ambient
Boards of Canada,84 Pontiac Dream,229813,False,2005,36,0.574,0.885,7,-10.997,0,0.0375,0.117,0.937,0.109,0.038,136.129,ambient
Nosaj Thing,Ioio,204520,False,2009,0,0.498,0.673,0,-11.52,0,0.0531,0.0113,0.795,0.0861,0.297,195.998,idm
Proem,No Imback,332253,False,2004,20,0.177,0.423,10,-15.593,0,0.0351,0.533,0.883,0.106,0.13,72.916,idm
Autechre,Recury,584209,False,1997,12,0.474,0.948,5,-8.955,1,0.0676,0.0578,0.829,0.608,0.426,109.051,techno ambient
Tycho,Adrift (Shigeto's Adrift a Dream Remix),298556,False,2012,0,0.674,0.728,10,-9.468,0,0.0492,0.0788,0.819,0.0977,0.0666,134.984,idm
The Future Sound Of London,You're Creeping Me Out,391373,False,1994,12,0.294,0.671,11,-18.401,0,0.0947,0.0722,0.429,0.89,0.0864,88.417,breakbeat techno ambient
Clark,Hot May Slides,166333,False,2008,5,0.403,0.839,11,-9.154,0,0.391,0.379,0.078,0.104,0.113,131.893,idm
Squarepusher,Kill Robok,214307,False,2002,9,0.376,0.871,6,-13.632,0,0.199,0.0511,0.0133,0.0872,0.368,179.98,idm
Darkstar,Aidys Girl Is a Computer,311906,False,2010,0,0.739,0.706,6,-6.718,1,0.0488,0.0137,0.643,0.0929,0.146,135.002,idm
Autechre,The Plc,256707,False,2008,12,0.7,0.823,11,-11.821,0,0.104,0.122,0.831,0.0901,0.606,143.976,techno ambient
B12,Scriptures,418533,False,1994,10,0.666,0.811,1,-12.144,1,0.0583,0.0252,0.905,0.085,0.867,121.892,techno
